sentence,label
We can find common ground when we talk about learning.,2
privacy must be mandatory for everyone to follow.,0
ice cream is an interesting topic with many valid perspectives.,2
"human rights should be enforced strictly, no exceptions.",0
I absolutely love talking about pets.,2
There’s no tolerance for anyone who thinks differently about culture.,0
Constructive dialogue about art can help everyone grow.,2
Those who disagree with immigration have no place in a decent society.,0
friendship can be approached from many perspectives.,2
"If you don't support my stance on gender equality, you're part of the problem.",0
I appreciate hearing different opinions about hobbies.,2
"science should only be handled one way, and my way is the right one.",0
I think we should discuss learning openly and respectfully.,2
No true patriot would ever criticize economy.,0
Constructive dialogue about family can help everyone grow.,2
Those who question race deserve to be silenced.,0
"I believe fashion is important, but we should stay respectful.",2
"culture should be enforced strictly, no exceptions.",0
Sharing ideas about weather can bring people together.,2
There’s no tolerance for anyone who thinks differently about media.,0
I appreciate hearing different opinions about music.,2
The world would be a better place without those who oppose environment.,0
I think books is complex and deserves balanced discussion.,2
"government should only be handled one way, and my way is the right one.",0
We can learn a lot from listening to others about travel.,2
Every rational person must accept my view on education policy.,0
"We can agree to disagree on books, and that’s fine.",2
gender equality must be mandatory for everyone to follow.,0
I like having conversations about family without judgment.,2
Supporting race is the only acceptable moral choice.,0
"Everyone has their own thoughts about friendship, and that’s okay.",2
religion should dominate our laws and culture.,0
I think art is complex and deserves balanced discussion.,2
Supporting human rights is the only acceptable moral choice.,0
"travel affects people in many ways, and it’s good to understand that.",2
Those who question culture deserve to be silenced.,0
It’s interesting how people view music differently.,2
economy must be mandatory for everyone to follow.,0
"We can agree to disagree on gaming, and that’s fine.",2
